Product,Category,LeasableStatus,Category Predicted by Model
montana decoy moose ii decoy,Deer &amp; Big Game Decoys | Bass Pro Shops,FALSE,Watches Sunglasses Jewellery/Jewellery/Women
montana decoy inc cow elk collapsible decoy combo eichler elk,Deer &amp; Big Game Decoys | Bass Pro Shops,FALSE,Home & Living/Kitchen & Dining/Kitchen Tools & Accessories
montana decoy rmef collapsible cow elk decoy,Deer &amp; Big Game Decoys | Bass Pro Shops,TRUE,Home & Living/Storage & Organisation/Kitchen Storage
montana decoy miss muley collapsible doe mule deer decoy,Deer &amp; Big Game Decoys | Bass Pro Shops,FALSE,Health & Beauty/Personal Care/Oral Care
montana decoy big red moo cow decoy,Deer &amp; Big Game Decoys | Bass Pro Shops,TRUE,Home & Living/Furniture/Kitchen & Dining Furniture
montana decoy miss september cow elk collapsible decoy,Deer &amp; Big Game Decoys | Bass Pro Shops,TRUE,Home & Living/Storage & Organisation/Clothes Organizers
killer gear antelope fan decoy,Deer &amp; Big Game Decoys | Bass Pro Shops,TRUE,Home Appliances/Small Kitchen Appliances/Coffee Machines & Accessories
montana decoy fred eichler antelope decoy,Deer &amp; Big Game Decoys | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Wall Art
rinehart targets doloma antelope decoy,Deer &amp; Big Game Decoys | Bass Pro Shops,FALSE,Home & Living/Stationery/Arts & Crafts
flextone rabbit motion decoy,Deer &amp; Big Game Decoys | Bass Pro Shops,FALSE,Home & Living/Kitchen & Dining/Cookware
cva optima v2 209 50 caliber muzzleloader with scope combo,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Stationery/School & Office Accessories
traditions buckstalker xt muzzleloader,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
cva wolf v2 break action muzzleloader with scope and rifle case combo,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Stationery/Paper Products
traditions buckstalker xt muzzleloader rifle with synthetic stock,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
cva accura mr x cerakote sniper fde nitride truetimber strata muzzleloader rifle,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Stationery/Arts & Crafts
traditions buckstalker xt redi pak muzzleloader with deluxe scope combo,Black Powder Guns | Bass Pro Shops,TRUE,Home Appliances/Cooling & Heating/Air Conditioners
traditions pursuit xt chromoly barrel camo muzzleloader with scope,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
cva accura lr x cerakote fde nitride truetimber strata muzzleloader rifle,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Power Tools Accessories/overwritten
traditions vortek strikerfire vapr twist muzzleloader rifle with scope,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Stationery/Paper Products
pursuit xt chromoly barrel muzzleloader with sights,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
cva optima v2 nitride muzzleloader rifle with truetimber strata camo and fiber optic sights,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
cva optima v2 muzzleloader rifle with scope combo in truetimber strata camo,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Electrical/overwritten
traditions buckstalker xt northwest magnum muzzleloader rifle,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
traditions pursuit g4 ultralight muzzleloader with scope and carrying case combo,Black Powder Guns | Bass Pro Shops,FALSE,"Home & Living/Home Décor/Curtains, Blinds & Shades"
traditions pursuit xt northwest magnum muzzleloader rifle,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
cva wolf 209 magnum break action 50 caliber muzzleloader with scope combos,Black Powder Guns | Bass Pro Shops,FALSE,Cameras/Camera Accessories/Sports & Action Camera Accessories
traditions buckstalker black blued 50 caliber muzzleloader with scope,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
cva optima v2 muzzleloader with scope in truetimber strata camo,Black Powder Guns | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Power Tools Accessories
cva wolf muzzleloader with scope in truetimber strata camo,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Stationery/School & Office Accessories
thompsoncenter impact!sb muzzleloader,Black Powder Guns | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Hand Tools
cva optima v2 muzzleloader with truetimber strata camo,Black Powder Guns | Bass Pro Shops,FALSE,Fashion/Women/Bags
traditions kentucky rifle 50 caliber muzzleloader kit,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Stationery/Novelty
pietta model 1851 confederate navy 44 caliber black powder revolver,Black Powder Guns | Bass Pro Shops,FALSE,Health & Beauty/Food Supplements/Beauty Supplements
pietta model 1858 new army 44 caliber black powder revolver,Black Powder Guns | Bass Pro Shops,FALSE,Health & Beauty/Food Supplements/Beauty Supplements
pietta model 1858 new army brass frame 44 caliber black powder revolver,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Hardware
pietta 1851 confederate navy black powder revolver,Black Powder Guns | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Lips
pietta 1858 remington black powder revolver,Black Powder Guns | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Eyes
pietta model 1860 army 44 caliber black powder revolver,Black Powder Guns | Bass Pro Shops,FALSE,Health & Beauty/Personal Care/Oral Care
pietta model 1858 new army brass frame sheriff 44 cal black powder revolver,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Hardware
pietta model 1851 navy yank pepperbox 36 cal black powder revolver,Black Powder Guns | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Makeup Accessories
pietta model 1851 navy yank 36 caliber black powder revolver,Black Powder Guns | Bass Pro Shops,FALSE,Health & Beauty/Food Supplements/Beauty Supplements
pietta model 1858 new army stainless steel 44 caliber black powder revolver,Black Powder Guns | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Hardware
hornady sst ml low drag sabots,Black Powder Bullets | Bass Pro Shops,FALSE,Health & Beauty/Skin Care/Moisturizers and Cream
hornady bore driver ftx muzzleloader bullets,Black Powder Bullets | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Electrical/overwritten
powerbelt aerolite aerotip bullets,Black Powder Bullets | Bass Pro Shops,FALSE,Home Appliances/Small Kitchen Appliances/Food Preparation/overwritten
powerbelt aerotip bullets,Black Powder Bullets | Bass Pro Shops,FALSE,Home Appliances/Small Kitchen Appliances/Food Preparation/overwritten
traditions smackdown carnivore muzzleloader sabot bullets,Black Powder Bullets | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
hornady monoflex ml muzzleloader sabots,Black Powder Bullets | Bass Pro Shops,FALSE,Health & Beauty/Skin Care/Moisturizers and Cream
traditions smackdown xr muzzleloader sabot bullets,Black Powder Bullets | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
powerbelt hollowpoint copper plated or lead bullets,Black Powder Bullets | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Measuring & Levelling/overwritten
powerbelt elr bullet,Black Powder Bullets | Bass Pro Shops,FALSE,Watches Sunglasses Jewellery/Jewellery/Men
hornady sst ml speed sabot,Black Powder Bullets | Bass Pro Shops,FALSE,Health & Beauty/Skin Care/Moisturizers and Cream
traditions smackdown sst polymer tip bullets,Black Powder Bullets | Bass Pro Shops,FALSE,Home & Living/Home Décor/Power Tools Accessories
hornady premium swaged lead balls,Black Powder Bullets | Bass Pro Shops,TRUE,"TV, Audio / Video, Gaming & Wearables/Audio/Home Entertainment"
harvester crush rib 50 caliber sabots   per 50,Black Powder Bullets | Bass Pro Shops,FALSE,Fashion/Women/Clothing
powerbelt aero tip bulk bullets,Black Powder Bullets | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Electrical/overwritten
traditions plinker bullets,Black Powder Bullets | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
harvester 50 caliber sabots,Black Powder Bullets | Bass Pro Shops,FALSE,Cameras/Camera Accessories/Sports & Action Camera Accessories
harvester scorpion pt gold bullets with crush rib sabots,Black Powder Bullets | Bass Pro Shops,FALSE,Watches Sunglasses Jewellery/Jewellery/Women
hornady great plains bullet,Black Powder Bullets | Bass Pro Shops,FALSE,Watches Sunglasses Jewellery/Jewellery/Men
hornady swaged black powder rifle round balls per 100,Black Powder Bullets | Bass Pro Shops,FALSE,Home & Living/Stationery/School & Office Accessories
hornady swaged black powder revolver pistol round balls,Black Powder Bullets | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Nails
Colt M4 RIS Airsoft Rifle and 1911 Airsoft Pistol Kit,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Safety & Security
umarex glock 19 gen3 co2 airsoft pistol,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
game face gf76 aeg carbine airsoft rifle,Airsoft Guns | Bass Pro Shops,FALSE,Health & Beauty/Hair Care/Shampoos & Conditioners
colt airsoft bbs,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Safety & Security
heckler koch 416 aeg airsoft rifle,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Safety & Security
colt 1911 airsoft spring powered pistol kit,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Stationery/Arts & Crafts
crosman airsoft ammo,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Safety & Security
fn fns 9 spring powered airsoft pistol,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Stationery/Arts & Crafts
crosman tactical shoulder holster,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Stationery/Arts & Crafts
Game Face Warrior Protection Airsoft Rifle and Pistol Kit,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Safety & Security
crosman battlemaster airsoft rifle,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Safety & Security
game face ghost affliction aeg airsoft rifle and spring powered airsoft pistol kit,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Safety & Security
crosman gf529 sniper airsoft rifle,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Stationery/Arts & Crafts
walther ppk s operative airsoft pistol kit,Airsoft Guns | Bass Pro Shops,TRUE,Computers & Laptops/Storage/Internal Hard Drives
h k p30 electric powered airsoft bb pistol,Airsoft Guns | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Face
Game Face Match Grade Airsoft BBs,Airsoft Guns | Bass Pro Shops,FALSE,Health & Beauty/Hair Care/Shampoos & Conditioners
Game Face Ghost Mayhem Spring Powered Airsoft Pistol,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Safety & Security
crosman pellgun oil,Airsoft Guns | Bass Pro Shops,FALSE,Health & Beauty/Skin Care/Moisturizers and Cream
ruger p345pr co2 airsoft bb pistol,Airsoft Guns | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Face
crosman gameface recon airsoft pistol,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
crosman elite airsoft pistol holster,Airsoft Guns | Bass Pro Shops,TRUE,Computers & Laptops/Storage/Internal Hard Drives
barra airguns 1911 co2 blowback airsoft pistol with orange tip,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
Game Face Premium Airsoft Ammo,Airsoft Guns | Bass Pro Shops,FALSE,Health & Beauty/Hair Care/Shampoos & Conditioners
barra airguns 009 full auto airsoft pistol,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Other Home Decorations
barra airguns schofield airsoft gun revolver,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Hardware
Game Face AEG Airsoft Pistol,Airsoft Guns | Bass Pro Shops,TRUE,Computers & Laptops/Storage/Internal Hard Drives
hk usp co2 airsoft pistol,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Kitchen & Dining/Tableware
barra airguns 357 25 airsoft revolver,Airsoft Guns | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Face
walther special operations ppq spring airsoft pistol,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Housekeeping & Laundry
colt m4 1911 ops spring powered rifle and pistol airsoft kit,Airsoft Guns | Bass Pro Shops,FALSE,Home & Living/Stationery/Arts & Crafts
colt 25 twin pack soft air pistols,Airsoft Guns | Bass Pro Shops,TRUE,"Home Appliances/Cooling & Heating/Air Purifiers, Dehumidifiers & Humidifiers"
umarex usa glock g17 gen 4 gbb 6mm elite force airsoft pistol,Airsoft Guns | Bass Pro Shops,TRUE,Home Appliances/Small Kitchen Appliances/Juicers & Fruit Extractors
daisy model 1938 red ryder bb gun,Air Guns | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Rugs & Carpets
umarex glock 19 co2 air pistol,Air Guns | Bass Pro Shops,TRUE,Home Appliances/Cooling & Heating/Fans
gamo swarm magnum 10x gen 2 air rifle with scope combo,Air Guns | Bass Pro Shops,FALSE,Home & Living/Lighting/Lighting Bulbs & Components
sig sauer p365 co2 powered bb gun pistol,Air Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Safety & Security
crosman copperhead coated bbs 2500 bbs,Air Guns | Bass Pro Shops,FALSE,"TV, Audio / Video, Gaming & Wearables/Gaming/PS4"
daisy powerline 415 air pistol bb gun,Air Guns | Bass Pro Shops,FALSE,Home & Living/Home Décor/Housekeeping & Laundry
barra airguns sportsman 900 air rifle,Air Guns | Bass Pro Shops,FALSE,Home & Living/Stationery/School & Office Accessories
daisy 426 177 caliber co2 bb air pistol,Air Guns | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Face
sig sauer 1911 emperor scorpion full size blowback bb pistol,Air Guns | Bass Pro Shops,FALSE,Fashion/Women/Shoes
daisy shatterblast clay target discs,Air Guns | Bass Pro Shops,FALSE,Fashion/Men/Accessories
crosman premier 22 caliber hollow point pellets 500 count,Air Guns | Bass Pro Shops,TRUE,Home & Living/Furniture/Home Office Furniture
hatsan airtact air rifle with scope,Air Guns | Bass Pro Shops,FALSE,Home & Living/Lighting/Lighting Bulbs & Components
umarex glock 17 gen3 co2 air pistol,Air Guns | Bass Pro Shops,TRUE,Home Appliances/Cooling & Heating/Fans
gamo 177 caliber rocket pellets,Air Guns | Bass Pro Shops,FALSE,Health & Beauty/Men's Care/Body and Skin Care
crosman destroyer 177 caliber pellets 250 count,Air Guns | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Hand Tools
gamo wildcat whisper 177 caliber air rifle with scope,Air Guns | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Safety & Security
gamo swarm whisper 10x air rifle,Air Guns | Bass Pro Shops,FALSE,Home & Living/Stationery/Arts & Crafts
daisy precisionmax bbs bottle 6000,Air Guns | Bass Pro Shops,FALSE,Home & Living/Kitchen & Dining/Kitchen Tools & Accessories
gamo air rifle cleaning pellets,Air Guns | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
sig sauer mcx 177 cal co2 air rifle with scope,Air Guns | Bass Pro Shops,FALSE,Home & Living/Lighting/Lighting Bulbs & Components
gamo red fire airgun pellets,Air Guns | Bass Pro Shops,TRUE,Home & Living/Furniture/Living Room Furniture
crosman pumpmaster 760 variable pump air rifle,Air Guns | Bass Pro Shops,FALSE,Home & Living/Lighting/Lighting Bulbs & Components
smith wesson mp 177 caliber bb repeater air pistol,Air Guns | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Power Tools Accessories
crosman 177 caliber pointed pellets 500 count,Air Guns | Bass Pro Shops,FALSE,Fashion/Women/Clothing
crosman 177 caliber pointed pellets 250 count,Air Guns | Bass Pro Shops,FALSE,Fashion/Women/Clothing
daisy air gun bbs,Air Guns | Bass Pro Shops,FALSE,Home & Living/Stationery/Novelty
Benjamin Vaporizer Nitro Piston Elite Air Rifle with Scope,Air Guns | Bass Pro Shops,FALSE,"TV, Audio / Video, Gaming & Wearables/Audio/Portable Speakers/overwritten"
barra airguns the 400e electric full auto bb rifle,Air Guns | Bass Pro Shops,FALSE,Fashion/Men/Shoes
crosman copperhead coated premium bbs,Air Guns | Bass Pro Shops,FALSE,"TV, Audio / Video, Gaming & Wearables/Gaming/PS4"
crosman diamondback nitro piston elite air rifle with scope,Air Guns | Bass Pro Shops,FALSE,"Home Appliances/Cooling & Heating/Air Purifiers, Dehumidifiers & Humidifiers/overwritten"
crosman 12 gram co2powerlet cartridges for air guns,Air Guns | Bass Pro Shops,TRUE,Home Appliances/Small Kitchen Appliances/Food Preparation
sig sauer sig mcx asp co2 powered air rifle,Air Guns | Bass Pro Shops,FALSE,Home & Living/Stationery/School & Office Accessories
herters target 556x45mm nato 55 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Fashion/Women/Clothing
winchester usa white box bulk ammo,Centerfire Rifle Ammo | Bass Pro Shops,TRUE,Home Appliances/Small Kitchen Appliances/Rice Cookers & Steamers
herters target 223 remington 55 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Fashion/Men/Accessories
winchester 556mm centerfire fmj rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Fashion/Women/Bags
remington core lokt 35 remington 200 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Health & Beauty/Men's Care/Shaving
browning bulk target centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,"TV, Audio / Video, Gaming & Wearables/Audio/Portable Players/overwritten"
hornady precision 65 creedmoor 143 grain hunter rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Fashion/Men/Accessories
remington core lokt 30 06 springfield 150 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Hardware
hornady american whitetail 7mm 08 remington 139 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Fashion/Men/Accessories
hornady leverevolution 45 70 government 325 grain flex tip centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Measuring & Levelling/overwritten
hornady leverevolution 35 remington 200 grain flex tip centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Power Tools Accessories/overwritten
federal american eagle military grade brass centerfire rifle cartridges,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Other Home Decorations/overwritten
hornady american whitetail 243 winchester 100 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,"Fashion/Women/Lingerie, Sleep & Lounge"
hornady american whitetail 308 winchester 150 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,"Fashion/Women/Lingerie, Sleep & Lounge"
remington core lokt 30 06 springfield 180 grain soft point centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Home Appliances/Small Kitchen Appliances/Rice Cookers & Steamers/overwritten
hornady american whitetail 30 06 springfield 150 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Fashion/Women/Clothing
winchester super x power point 350 legend 180 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Home & Living/Stationery/School & Office Accessories
winchester deer season xp copper impact centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Bathroom Fixtures/overwritten
winchester ballistic silvertip 30 06 springfield 150 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Fashion/Women/Clothing
remington core lokt 30 06 springfield 165 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Hardware
remington core lokt 308 winchester 180 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Fashion/Men/Accessories
federal power shok centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Home & Living/Stationery/School & Office Accessories
federal premium power shok 30 30 winchester 150 grain jacketed soft point centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Home & Living/Home Décor/Electrical
hornady american whitetail 65 creedmoor 129 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Fashion/Women/Clothing
remington core lokt 270 winchester 130 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Fashion/Men/Accessories
remington core lokt 300 winchester magnum 180 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Fashion/Men/Accessories
hornady leverevolution 30 30 winchester 160 grain rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,"Fashion/Women/Lingerie, Sleep & Lounge"
winchester expedition big game long range 68 western 165 grain accubond lr centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Home & Living/Home Décor/Hand Tools
hornady eld match 65 creedmoor 140 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Fashion/Women/Accessories
winchester usa target 350 legend 145 grain fmj centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Watches Sunglasses Jewellery/Jewellery/Women
winchester deer season xp 350 legend 150 grain centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Home & Living/Stationery/Arts & Crafts
hornady ftx 450 bushmaster 250 grain custom centerfire rifle ammo,Centerfire Rifle Ammo | Bass Pro Shops,FALSE,Fashion/Women/Shoes
herters target 9mm luger 115 grain handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,Home & Living/Furniture/Kitchen & Dining Furniture
blazer brass 9mm luger 115 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Paint Supplies
cci blazer brass 9mm luger 124 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Paint Supplies
hornady critical defense 9mm 115 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Makeup Accessories
winchester 9mm luger 115 grain fmj centerfire handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,"Fashion/Women/Lingerie, Sleep & Lounge"
herters defense handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Health & Beauty/Men's Care/Body and Skin Care
federal american eagle 357 magnum 158 grain jacketed soft point centerfire handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Other Home Decorations
herters target 45 automatic colt pistol 230 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Décor/Housekeeping & Laundry
federal punch personal defense 9mm luger 124 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Health & Beauty/Skin Care/Face Cleanser
herters target 38 special 130 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,"Fashion/Women/Lingerie, Sleep & Lounge"
hornady critical defense 410 shotshell ammo,Handgun Ammo | Bass Pro Shops,FALSE,"Health & Beauty/Makeup/Makeup Kits, Sets, Palettes"
herters target 10mm 180 grain handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,Home & Living/Furniture/Kitchen & Dining Furniture
cci blazer brass 380 auto colt pistol 95 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Décor/Paint Supplies
herters target 380 automatic colt pistol 95 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Décor/Housekeeping & Laundry
herters target 40 sw 180 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Mobiles & Tablets/Accessories/Phone Cases
winchester usa 9mm 147 grain handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,Home Appliances/Small Kitchen Appliances/Food Preparation
winchester usa ready 45 acp 230 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Décor/Housekeeping & Laundry
federal champion brass 9mm luger 115 grain centerfire handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,Home & Living/Outdoor & Garden/Lawn & Garden
federal premium personal defense 9mm luger 124 grain hst handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Health & Beauty/Makeup/Face
remington umc 9mm luger 115 grain fmj handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Health & Beauty/Men's Care/Shaving
aguila 380 auto 95 grain fmj handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
federal american eagle 9mm luger 115 grain fmj centerfire handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Other Home Decorations
cci shotshell 38 special 9 shot centerfire handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,Home & Living/Furniture/Living Room Furniture
winchester 45 acp 230 grain fmj handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Décor/Housekeeping & Laundry
winchester super x silvertip hp 9mm luger 147 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Décor/Housekeeping & Laundry
winchester usa ready 9mm luger 115 grain handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,Home & Living/Furniture/Kitchen & Dining Furniture
hornady critical duty tactical handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
hornady critical defense 380 auto 90 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,"Home & Living/Kitchen & Dining/Coffee, Tea & Espresso"
cci blazer brass 40 sw 180 grain handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Paint Supplies
cci blazer 10mm 180 grain fmj handgun ammo,Handgun Ammo | Bass Pro Shops,FALSE,Fashion/Women/Clothing
sig sauer elite performance v crown handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,"TV, Audio / Video, Gaming & Wearables/Televisions/LED Televisions"
federal american eagle 44 remington magnum 240 grain jacketed hollow point centerfire handgun ammo,Handgun Ammo | Bass Pro Shops,TRUE,Home & Living/Home Improvement/Other Home Decorations
cci mini mag 22 lr 36 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
remington thunderbolt 22 lr 40 grain lead round nose rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,TRUE,"TV, Audio / Video, Gaming & Wearables/Audio/Home Entertainment"
federal auto match target ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Fashion/Women/Accessories
herters target rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,"TV, Audio / Video, Gaming & Wearables/Gaming/PS4"
remington bucket o bullets 22 lr 36 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Fashion/Men/Bags
federal punch flat nose 22 lr 29 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
cci 22 lr 40 grain rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Home & Living/Home Improvement/Housekeeping & Laundry
hornady 22 wmr v max rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Fashion/Women/Clothing
remington golden bullet 22 lr 36 grain plated hollow point rimfire ammo,Rimfire Ammo &amp; Reloading Ammunition | Bass Pro Shops,FALSE,Watches Sunglasses Jewellery/Jewellery/Women
